Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12
139.9756869020229,86.64972905139246,65.12061011509361,68.47975402439074,26.08496634651336,17.76693236379949,19.126440015560704,14.912708059041163,9.180032780093885,10.33409737643236,18.805832169587386,79.49291597079275
78.28679475150506,138.0236830148399,90.53291754455353,65.81474091658681,67.90870142270485,28.91577714357712,18.87062599063857,19.245460201715154,15.840655778440462,9.436600751785633,9.26754925353235,16.779119103822882
15.410793350750238,59.472292388102034,79.75310421497441,96.83976676599147,67.94269059940947,66.23720063688666,31.577245475707223,19.407168776391902,18.61690379232098,18.193284460795677,9.633280163760634,8.8984559263492
6.786711988677715,12.687256461870867,40.951114141351205,77.81064666759872,108.59205414832502,70.59349105669716,66.77141980215164,35.76691145295599,20.425236871691695,18.828899796382494,17.82868263292863,8.547366353128497
7.605989284441943,6.966874216514627,11.11492767180162,32.786875729412266,77.05822955509436,122.24744859240593,73.81279734270151,66.34509343653025,39.424699184902224,21.398812208889687,18.416316707463675,20.584635696669018
17.605037193440925,8.386174934363716,7.076392775034835,11.072594413931977,33.346950478882675,77.20055140188799,121.09471784910501,73.48479047963747,66.23407373849425,39.35267601607384,21.24760787256826,18.66070108511395
18.79457862954122,17.276466894983532,8.40349612947217,6.8762980078039995,10.893852070737266,31.959262675333772,76.29289983817725,119.65327453157737,73.99707935758133,66.25135423131394,45.66580986970772,23.349800607741628
20.625069609324807,20.033673643371856,16.94694861380697,7.804911923118428,6.93119513777468,11.5083046773291,34.55411187108858,76.2337922593262,114.98618583511741,72.53624869753745,66.59801877210802,40.29043863104669
37.71180779731688,22.21871634914712,20.30112136790433,17.38924411394292,8.285479096498035,6.931818909506133,11.20502793925465,31.622335489273347,75.44019817215394,125.08107748454785,74.34824065657423,66.36721031011378
66.43546143708153,41.06437464986151,22.9291976369913,19.984999329288613,18.83644337019402,7.858546141161464,6.196961446379237,9.781045533647855,28.621599167984925,75.45031747315473,129.10734692953727,75.830490449455
71.90808138071773,67.63375143465488,38.19348313876238,22.048511947211928,19.76570476074595,18.14538647308206,7.887149873517354,6.348180582230005,10.113108819419812,30.717783179125224,75.69979217830041,124.84452373724693
109.60075741245822,71.2473949285741,66.9822764927591,36.827789937009406,21.990323252714816,19.739632204201644,18.82946459380439,8.521833957796513,7.010786568017188,11.42342269795117,33.38682629899338,75.8991404609979
75.24210683432928,108.15258124799492,70.70132262984535,66.42477186552011,39.26203703913665,22.69666649221376,20.781210163531437,18.534780314442937,8.53925771981074,7.440597910763347,11.251864328517353,31.14762446901832
33.28045048031845,74.29721578527564,121.30960062775675,73.38005263859563,66.2936690704419,46.36015098042465,24.969934518660224,21.486580004129387,21.332035206615707,9.108497399399983,6.818881324454193,10.293152139947923
9.701356811515069,29.776058111823904,73.6545672394085,124.30055809012124,74.50829721780471,66.42469531787103,46.196101360509154,25.513615218802695,21.673821429281787,20.769019653442868,8.655635016709438,6.773702178501982
4.789263602485749,9.153578618395903,27.92416630018792,73.53079984060916,128.48013096544207,76.10325698812174,67.69745483284423,46.76127896391506,25.56281543478896,21.86639420759738,18.66508141640863,7.365543877534677
6.643588186624393,6.19659049274071,10.329021144971481,32.07072096688065,74.44333153623275,117.28238309176704,73.98318163334557,67.17290515177143,43.29821292507183,24.37063868825019,21.338235919707635,18.685953136779027
18.261495433611525,8.436298170115808,6.887267288899962,10.262519175527324,29.041561729036996,73.82589454224185,130.09660133842058,75.41511063439151,66.09682029410723,47.902955987114,25.55531710278025,21.386746573583054
21.05883190119373,21.757460963591907,9.326711982962212,6.635818275628182,9.578102796941437,23.49208895525126,73.23614578944022,144.34388071721312,78.1665505564383,66.253723928954,57.65958502239332,28.134386412312722
26.940037356330336,22.188097047485066,26.35741752148597,9.52028895788364,6.5292432991261595,8.276855276910304,19.799996576081618,73.14544612692262,140.58662927020282,83.79783576815107,66.7187102160452,67.56579229689376
62.15529874666935,29.269206328791093,22.99090473424253,26.80020024417778,10.05729635313473,6.596446085058654,8.429554013920326,19.77532392635918,72.28914957813245,141.15767053644876,82.48482665274561,66.60626829314049
65.9844572141797,65.52389662316281,29.850665585690734,22.835112547816113,26.20301373309798,10.113040824622106,6.39474886333301,8.001562264999528,18.497511884044677,72.62497234575154,139.73687135082622,83.99646558670815
